Rank	ID	GeneSet	BroadUrl	Description	PubMedID	NumGenes	Contributor	p.value	p.adj	avg.logFC	Direction	Significance
84	M2816	RPS14_DN.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/RPS14_DN.V1_UP.html	Genes up-regulated in CD34+ hematopoietic progenitor cells after knockdown of RPS14 [Gene ID=6208] by RNAi.	18202658	180/192	Pablo Tamayo	1e-04	0.000104347826086957	0.630904857312809	1	57.2723836113451
85	M2818	IL15_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/IL15_UP.V1_DN.html	Genes down-regulated in Sez-4 cells (T lymphocyte) that were first starved of IL2 [Gene ID=3558] and then stimulated with IL15 [Gene ID=3600].	18281483	151/190	Pablo Tamayo	1e-04	0.000104347826086957	0.712182445910496	1	69.8019536359928
86	M2819	IL15_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/IL15_UP.V1_UP.html	Genes up-regulated in Sez-4 cells (T lymphocyte) that were first starved of IL2 [Gene ID=3558] and then stimulated with IL15 [Gene ID=3600].	18281483	166/192	Pablo Tamayo	1e-04	0.000104347826086957	0.765904622429927	1	78.0836433882382
87	M2820	IL2_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/IL2_UP.V1_DN.html	Genes down-regulated in Sez-4 cells (T lymphocyte) that were first starved of IL2 [Gene ID=3558] and then stimulated with IL2 [Gene ID=3558].	18281483	164/196	Pablo Tamayo	1e-04	0.000104347826086957	0.607258064507239	1	53.6270472839806
88	M2822	IL2_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/IL2_UP.V1_UP.html	Genes up-regulated in Sez-4 cells (T lymphocyte) that were first starved of IL2 [Gene ID=3558] and then stimulated with IL2 [Gene ID=3558].	18281483	164/192	Pablo Tamayo	1e-04	0.000104347826086957	0.730185224271915	1	72.5772214067203
89	M2824	IL21_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/IL21_UP.V1_DN.html	Genes down-regulated in Sez-4 cells (T lymphocyte) that were first starved of IL2 [Gene ID=3558] and then stimulated with IL21 [Gene ID=59067].	18281483	137/187	Pablo Tamayo	1e-04	0.000104347826086957	0.69550035470581	1	67.2302800232175
90	M2827	IL21_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/IL21_UP.V1_UP.html	Genes up-regulated in Sez-4 cells (T lymphocyte) that were first starved of IL2 [Gene ID=3558] and then stimulated with IL21 [Gene ID=59067].	18281483	163/193	Pablo Tamayo	1e-04	0.000104347826086957	0.85015571468447	1	91.0716020404268
91	M2828	PDGF_ERK_DN.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/PDGF_ERK_DN.V1_DN.html	Genes down-regulated in SH-SY5Y cells (neuroblastoma) in response to PDGF [Gene ID=] stimulation after pre-treatment with the ERK inhibitors U0126 and PD98059 [PubChem=3006531, 4713].	18312689	137/149	Pablo Tamayo	1e-04	0.000104347826086957	0.499601230105894	1	37.030912131148
92	M2830	PDGF_ERK_DN.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/PDGF_ERK_DN.V1_UP.html	Genes up-regulated in SH-SY5Y cells (neuroblastoma) in response to PDGF [Gene ID=] stimulation after pre-treatment with the ERK inhibitors U0126 and PD98059 [PubChem=3006531, 4713].	18312689	130/147	Pablo Tamayo	1e-04	0.000104347826086957	0.58537764335824	-1	50.2540108334017
93	M2832	PDGF_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/PDGF_UP.V1_DN.html	Genes down-regulated in SH-SY5Y cells (neuroblastoma) in response to PDGF [Gene ID=] stimulation.	18312689	111/142	Pablo Tamayo	1e-04	0.000104347826086957	0.655540377980798	1	61.0701399994081
94	M2834	PDGF_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/PDGF_UP.V1_UP.html	Genes up-regulated in SH-SY5Y cells (neuroblastoma) in response to PDGF [Gene ID=] stimulation.	18312689	135/146	Pablo Tamayo	1e-04	0.000104347826086957	0.526613050796188	-1	41.1949935793258
95	M2838	TGFB_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/TGFB_UP.V1_DN.html	Genes down-regulated in a panel of epithelial cell lines by TGFB1 [Gene ID=7040].	18394990	172/192	Pablo Tamayo	1e-04	0.000104347826086957	0.646022364475707	1	59.6028644716131
96	M2839	TGFB_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/TGFB_UP.V1_UP.html	Genes up-regulated in a panel of epithelial cell lines by TGFB1 [Gene ID=7040].	18394990	175/192	Pablo Tamayo	1e-04	0.000104347826086957	0.639803605269958	1	58.6441945568283
97	M2841	YAP1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/YAP1_DN.html	Genes down-regulated in MCF10A cells (breast cancer) over-expressing YAP1 [Gene ID=10413] gene.	18413746	35/48	Pablo Tamayo	1e-04	0.000104347826086957	0.511988828565743	1	38.9405564133888
98	M2846	SIRNA_EIF4GI_DN	http://www.broadinstitute.org/gsea/msigdb/cards/SIRNA_EIF4GI_DN.html	Genes down-regulated in MCF10A cells vs knockdown of EIF4G1 [Gene ID=1981] gene by RNAi.	18426977	85/99	Pablo Tamayo	1e-04	0.000104347826086957	0.490334607635689	-1	35.6023904791693
99	M2847	SIRNA_EIF4GI_UP	http://www.broadinstitute.org/gsea/msigdb/cards/SIRNA_EIF4GI_UP.html	Genes up-regulated in MCF10A cells vs knockdown of EIF4G1 [Gene ID=1981] gene by RNAi.	18426977	88/95	Pablo Tamayo	1e-04	0.000104347826086957	0.482674536113993	1	34.4215311035305
100	M2848	HOXA9_DN.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/HOXA9_DN.V1_DN.html	Genes down-regulated in MOLM-14 cells (AML) with knockdown of HOXA9 [Gene ID=3205] gene by RNAi vs controls.	19056693	174/195	Pablo Tamayo	1e-04	0.000104347826086957	0.605103609731653	-1	53.2949213875143
