Rank	ID	GeneSet	BroadUrl	Description	PubMedID	NumGenes	Contributor	p.value	p.adj	avg.logFC	Direction	Significance
70	M3192	GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_UP.html	Genes up-regulated in comparison of IgD- peripheral blood B cells versus dark zone germinal center B cells.	19023113	187/200	Jernej Godec	1e-04	0.000108004268943437	0.423495532021876	1	36.7627706533609
71	M3193	GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_DN.html	Genes down-regulated in comparison of IgD- peripheral blood B cells versus dark zone germinal center B cells.	19023113	177/200	Jernej Godec	1e-04	0.000108004268943437	0.606202976620288	1	62.919367278474
72	M3194	GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP.html	Genes up-regulated in comparison of IgD- peripheral blood B cells versus pre-germinal center B cells.	19023113	184/200	Jernej Godec	1e-04	0.000108004268943437	0.525980167250941	1	51.4345825756968
73	M3195	GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN.html	Genes down-regulated in comparison of IgD- peripheral blood B cells versus pre-germinal center B cells.	19023113	185/200	Jernej Godec	1e-04	0.000108004268943437	0.580573048333922	-1	59.2501588497176
74	M3196	GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP.html	Genes up-regulated in comparison of IgD- peripheral blood B cells versus dark zone germinal center B cells.	19023113	177/200	Jernej Godec	1e-04	0.000108004268943437	0.548262894374336	1	54.6246020429122
75	M3197	GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN.html	Genes down-regulated in comparison of IgD- peripheral blood B cells versus dark zone germinal center B cells.	19023113	188/200	Jernej Godec	1e-04	0.000108004268943437	0.423765010221873	-1	36.801349445769
76	M3198	GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_UP.html	Genes up-regulated in comparison of naive B cell versus pre-germinal tonsil B cells.	19023113	182/200	Jernej Godec	1e-04	0.000108004268943437	0.614683272714642	1	64.1334156971857
77	M3199	GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN.html	Genes down-regulated in comparison of naive B cell versus pre-germinal tonsil B cells.	19023113	191/200	Jernej Godec	1e-04	0.000108004268943437	0.45013553088792	-1	40.5765818856517
78	M3200	GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP.html	Genes up-regulated in comparison of naive B cell versus dark zone germinal center B cells.	19023113	180/200	Jernej Godec	1e-04	0.000108004268943437	0.635545492972247	1	67.1200738554334
79	M3202	GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_DN.html	Genes down-regulated in comparison of naive B cell versus dark zone germinal center B cells.	19023113	182/200	Jernej Godec	1e-04	0.000108004268943437	0.434222191156083	-1	38.2984108497702
80	M3203	GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP.html	Genes up-regulated in comparison of pre-germinal center B cells versus dark zone germinal center B cells.	19023113	177/200	Jernej Godec	1e-04	0.000108004268943437	0.769185926214131	1	86.2521837308494
81	M3204	GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_DN.html	Genes down-regulated in comparison of pre-germinal center B cells versus dark zone germinal center B cells.	19023113	181/200	Jernej Godec	1e-04	0.000108004268943437	0.520997719065846	-1	50.7212898706869
82	M3239	GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_UP.html	Genes up-regulated in comparison of naive B cells versus IgM-memory B cells.	19124732	165/200	Jernej Godec	1e-04	0.000108004268943437	0.647360638676576	1	68.8115429739159
83	M3240	GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_DN.html	Genes down-regulated in comparison of naive B cells versus IgM-memory B cells.	19124732	178/200	Jernej Godec	1e-04	0.000108004268943437	0.530179122926445	1	52.0357096402906
84	M3241	GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP.html	Genes up-regulated in comparison of naive B cells versus Ig isotype switched memory B cells.	19124732	160/200	Jernej Godec	1e-04	0.000108004268943437	0.610689033869857	1	63.5615961168886
85	M3242	GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_DN.html	Genes down-regulated in comparison of naive B cells versus Ig isotype switched memory B cells.	19124732	185/200	Jernej Godec	1e-04	0.000108004268943437	0.559665637061237	1	56.2570310965657
86	M3243	GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_UP.html	Genes up-regulated in comparison of naive B cells versus plasma cells.	19124732	175/200	Jernej Godec	1e-04	0.000108004268943437	0.61484611431125	1	64.1567282773907
87	M3244	GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_DN.html	Genes down-regulated in comparison of naive B cells versus plasma cells.	19124732	172/200	Jernej Godec	1e-04	0.000108004268943437	0.602865637863796	1	62.4415902297785
88	M3245	GSE13411_NAIVE_VS_MEMORY_BCELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_VS_MEMORY_BCELL_UP.html	Genes up-regulated in comparison of naive B cells versus memory B cells.	19124732	153/200	Jernej Godec	1e-04	0.000108004268943437	0.681077482319373	1	73.6384830067924
89	M3246	GSE13411_NAIVE_VS_MEMORY_BCELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_VS_MEMORY_BCELL_DN.html	Genes down-regulated in comparison of naive B cells versus memory B cells.	19124732	184/200	Jernej Godec	1e-04	0.000108004268943437	0.479898740094869	1	44.837515309608
90	M3247	GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_UP.html	Genes up-regulated in comparison of IgM-memory B cells versus Ig isotype switched memory B cells.	19124732	156/200	Jernej Godec	1e-04	0.000108004268943437	0.631981710995612	1	66.6098789488844
91	M3248	GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_DN.html	Genes down-regulated in comparison of IgM-memory B cells versus Ig isotype switched memory B cells.	19124732	181/200	Jernej Godec	1e-04	0.000108004268943437	0.492706365469314	-1	46.6710688978663
92	M3249	GSE13411_IGM_MEMORY_BCELL_VS_PLASMA_CELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_IGM_MEMORY_BCELL_VS_PLASMA_CELL_UP.html	Genes up-regulated in comparison of IgM-memory B cells versus plasma cells.	19124732	182/200	Jernej Godec	1e-04	0.000108004268943437	0.546558622832404	1	54.3806166740622
93	M3250	GSE13411_IGM_MEMORY_BCELL_VS_PLASMA_CELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_IGM_MEMORY_BCELL_VS_PLASMA_CELL_DN.html	Genes down-regulated in comparison of IgM-memory B cells versus plasma cells.	19124732	163/200	Jernej Godec	1e-04	0.000108004268943437	0.536980439064235	1	53.0093934610406
94	M3251	GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_UP.html	Genes up-regulated in comparison of Ig isotype switched memory B cells versus plasma cells.	19124732	186/200	Jernej Godec	1e-04	0.000108004268943437	0.524644308894778	-1	51.2433396394976
95	M3252	GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_DN.html	Genes down-regulated in comparison of Ig isotype switched memory B cells versus plasma cells.	19124732	161/200	Jernej Godec	1e-04	0.000108004268943437	0.668493607109052	1	71.8369617355569
96	M3253	GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP.html	Genes up-regulated in comparison of plasma cells versus memory B cells.	19124732	176/200	Jernej Godec	1e-04	0.000108004268943437	0.614836603481715	-1	64.155366696683
97	M3255	GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_DN.html	Genes down-regulated in comparison of plasma cells versus memory B cells.	19124732	185/200	Jernej Godec	1e-04	0.000108004268943437	0.604491398128572	1	62.6743358387402
98	M3257	GSE13484_UNSTIM_VS_3H_YF17D_VACCINE_STIM_PBMC_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13484_UNSTIM_VS_3H_YF17D_VACCINE_STIM_PBMC_UP.html	Genes up-regulated in comparison of unstimulated peripheral blood mononuclear cells (PBMC) cultured for 0 h  versus PBMC cultured for 3 h with YF17D vaccine.	19029902	185/200	Jernej Godec	1e-04	0.000108004268943437	0.51523289067606	1	49.895990764041
99	M3260	GSE13484_UNSTIM_VS_3H_YF17D_VACCINE_STIM_PBMC_DN	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13484_UNSTIM_VS_3H_YF17D_VACCINE_STIM_PBMC_DN.html	Genes down-regulated in comparison of unstimulated peripheral blood mononuclear cells (PBMC) cultured for 0 h  versus PBMC cultured for 3 h with YF17D vaccine.	19029902	185/200	Jernej Godec	1e-04	0.000108004268943437	0.580858109709445	-1	59.2909685464944
100	M3262	GSE13484_UNSTIM_VS_12H_YF17D_VACCINE_STIM_PBMC_UP	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13484_UNSTIM_VS_12H_YF17D_VACCINE_STIM_PBMC_UP.html	Genes up-regulated in comparison of unstimulated peripheral blood mononuclear cells (PBMC) cultured for 0 h versus PBMC cultured for 12 h with YF17D vaccine.	19029902	176/200	Jernej Godec	1e-04	0.000108004268943437	0.56500067039723	1	57.0208002755273
