ID	GeneSet	BroadUrl	Description	PubMedID	Contributor	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logFC	Direction	Significance	ssgsea	gsva
M2847	SIRNA_EIF4GI_UP	http://www.broadinstitute.org/gsea/msigdb/cards/SIRNA_EIF4GI_UP.html	Genes up-regulated in MCF10A cells vs knockdown of EIF4G1 [Gene ID=1981] gene by RNAi.	18426977	Pablo Tamayo	1.65558023498102e-88	6.62232093992407e-88	30	72.5	72.5	4.16731826646569e-90	26	0.482674536113993	1	49.0497924387487	26	119
M2643	RAPA_EARLY_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/RAPA_EARLY_UP.V1_DN.html	Genes down-regulated in BJAB (lymphoma) cells by everolimus [PubChem = 6442177].	12101249	Pablo Tamayo	1.15884688414848e-63	1.98659465854025e-63	85	74	74	2.3132558806262e-61	63	0.719616118428602	1	52.6979992410463	85	63
M2652	CYCLIN_D1_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/CYCLIN_D1_UP.V1_DN.html	Genes down-regulated in MCF-7 cells (breast cancer) over-expressing CCND1 [Gene ID=595] gene.	12914697	Pablo Tamayo	2.09285831899945e-83	6.15044077420247e-83	40	74	74	6.05127202749415e-84	40	0.688239416644557	1	66.4403247013756	40	108
M2828	PDGF_ERK_DN.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/PDGF_ERK_DN.V1_DN.html	Genes down-regulated in SH-SY5Y cells (neuroblastoma) in response to PDGF [Gene ID=] stimulation after pre-treatment with the ERK inhibitors U0126 and PD98059 [PubChem=3006531, 4713].	18312689	Pablo Tamayo	3.80589696290953e-75	8.05954650969077e-75	65	75.5	75.5	2.51425962809741e-74	65	0.499601230105894	1	42.9797303278601	65	86
M2882	KRAS.600_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/KRAS.600_UP.V1_UP.html	Genes up-regulated in four lineages of epithelial cell lines over-expressing an oncogenic form of KRAS [Gene ID=3845] gene.		Pablo Tamayo	1.77529239028577e-73	3.65203006001644e-73	75	75.5	75.5	2.9631452951431e-72	71	0.746182049530182	1	63.4071061310382	71	80
M2696	RELA_DN.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/RELA_DN.V1_UP.html	Genes up-regulated in HEK293 cells (kidney fibroblasts) upon knockdown of RELA [Gene ID=5970] gene by RNAi.	15892871	Pablo Tamayo	7.87468104875545e-23	9.29470550017037e-23	125	76	76	4.60634560450872e-17	27	0.808488373200271	1	19.9493397936209	125	27
M2719	CAMP_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/CAMP_UP.V1_DN.html	Genes down-regulated in primary thyrocyte cultures in response to cAMP signaling pathway activation by thyrotropin (TSH).	16381821	Pablo Tamayo	1.36263786782364e-84	4.17489048865116e-84	40	78	78	3.47679631664336e-86	36	0.490781838864552	1	47.6611180769745	36	120
M2900	KRAS.LUNG.BREAST_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/KRAS.LUNG.BREAST_UP.V1_UP.html	Genes up-regulated in epithelial lung and breast cancer cell lines over-expressing an oncogenic form of KRAS [Gene ID=3845] gene.		Pablo Tamayo	3.18851853959869e-77	7.40559144680986e-77	60	78	78	4.36566330730011e-77	59	0.870544892430304	1	78.0653832625378	59	97
M2745	JNK_DN.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/JNK_DN.V1_DN.html	Genes down-regulated in JNK inhibitor-treated (SP600125[PubChem=8515]) keratinocytes.	16648634	Pablo Tamayo	4.34819000110301e-09	4.81645661660641e-09	145	78.5	78.5	1.86541677795188e-09	16	0.750543680049737	1	6.07471294269182	141	16
M2760	DCA_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/DCA_UP.V1_DN.html	Genes down-regulated in A549 lung carcinoma and M059K glioblastoma cells treated with dichloroacetate [PubChem=6597].	17222789	Pablo Tamayo	1.0655508581475e-40	1.39490294157491e-40	115	78.5	78.5	1.07953154021238e-36	45	0.667267599888526	1	30.4804666809984	112	45
M2703	BCAT_BILD_ET_AL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/BCAT_BILD_ET_AL_UP.html	Genes up-regulated in primary epithelial breast cancer cell culture over-expressing activated CTNNB1 [Gene ID=1499] gene.	16273092	Pablo Tamayo	3.63288623993859e-84	1.08986587198158e-83	40	79.5	79.5	7.46093957581634e-86	38	0.538629384676121	1	52.1761304672499	38	121
M2681	ATF2_S_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/ATF2_S_UP.V1_DN.html	Genes down-regulated in myometrial cells over-expressing a shortened splice form of ATF2 [Gene ID=1386] gene.	15691874	Pablo Tamayo	2.53933639685433e-31	3.12533710382071e-31	120	80.5	80.5	3.7888986086781e-27	43	0.716867099908626	1	24.812890946865	118	43
M2781	BMI1_DN.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/BMI1_DN.V1_DN.html	Genes down-regulated in DAOY cells (medulloblastoma) upon knockdown of BMI1 [Gene ID=648] gene by RNAi.	17452456	Pablo Tamayo	1.30263213568887e-75	2.84210647786663e-75	65	81	81	1.64023578604835e-75	63	0.745452615880493	1	65.2289740318442	63	99
M2875	KRAS.300_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/KRAS.300_UP.V1_UP.html	Genes up-regulated in four lineages of epithelial cell lines over-expressing an oncogenic form of KRAS [Gene ID=3845] gene.		Pablo Tamayo	2.73650253904128e-69	5.05200468746083e-69	75	82.5	82.5	8.42935111841238e-69	74	0.790789167656046	1	63.3550904092444	74	91
M2659	CSR_LATE_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/CSR_LATE_UP.V1_DN.html	Genes down-regulated in late serum response of CRL 2091 cells (foreskin fibroblasts).	14737219	Pablo Tamayo	5.91516931545951e-56	8.96615138343337e-56	100	83	83	7.38093934322093e-54	69	0.7119876963157	1	45.588901749124	97	69
M2758	PTEN_DN.V2_DN	http://www.broadinstitute.org/gsea/msigdb/cards/PTEN_DN.V2_DN.html	Genes up-regulated in HCT116 cells (colon carcinoma) upon knockdown of PTEN [Gene ID=5728] by RNAi.	17060456	Pablo Tamayo	1.7230932206448e-39	2.23536417813379e-39	115	83.5	83.5	2.23744834946994e-36	53	0.727668737339503	1	32.3159745054304	114	53
M2636	ERB2_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/ERB2_UP.V1_UP.html	Genes up-regulated in MCF-7 cells (breast cancer) positive for ESR1 [Gene ID=2099] and engineered to express ligand-activatable ERBB2 [Gene ID=2064].	11888208	Pablo Tamayo	5.0657623346072e-80	1.27977153716392e-79	50	85	85	1.02512710847402e-81	47	0.54061102104869	1	49.7348629248871	47	123
M2775	BMI1_DN_MEL18_DN.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/BMI1_DN_MEL18_DN.V1_DN.html	Genes down-regulated in DAOY cells (medulloblastoma) upon knockdown of BMI1 and PCGF2 [Gene ID=648, 7703] genes by RNAi.	17452456	Pablo Tamayo	1.22841518664078e-62	2.01013394177582e-62	85	85	85	9.42476326128862e-62	83	0.84535049243417	1	61.1332672966353	83	87
M2871	CORDENONSI_YAP_CONSERVED_SIGNATURE	http://www.broadinstitute.org/gsea/msigdb/cards/CORDENONSI_YAP_CONSERVED_SIGNATURE.html	YAP conserved signature.	22078877	Pablo Tamayo	2.84228718059998e-73	5.68457436119997e-73	70	87	87	1.8280611182149e-73	69	0.721133221294826	1	61.0650190127986	69	105
M2783	MEL18_DN.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/MEL18_DN.V1_DN.html	Genes down-regulated in DAOY cells (medulloblastoma) upon knockdown of PCGF2 [Gene ID=7703] gene by RNAi.	17452456	Pablo Tamayo	1.32073196132942e-61	2.11317113812706e-61	90	87.5	87.5	4.82098890460334e-61	86	0.763777973677136	1	54.1622011896338	86	89
M2648	CYCLIN_D1_KE_.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/CYCLIN_D1_KE_.V1_UP.html	Genes up-regulated in MCF-7 cells (breast cancer) over-expressing a mutant K112E form of CCND1 [Gene ID=595] gene.	12914697	Pablo Tamayo	2.70634917956824e-73	5.48893354729333e-73	65	89.5	89.5	1.58105323269963e-74	64	0.638766820225478	1	53.9407566688912	64	115
M2698	P53_DN.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/P53_DN.V1_UP.html	Genes up-regulated in NCI-60 panel of cell lines with mutated TP53 [Gene ID=7157].	16199517	Pablo Tamayo	2.75355026087394e-79	6.72052945026861e-79	50	89.5	89.5	3.53990561301509e-81	50	0.640623315723678	1	58.6434849564956	50	129
M2684	ATF2_UP.V1_DN	http://www.broadinstitute.org/gsea/msigdb/cards/ATF2_UP.V1_DN.html	Genes down-regulated in myometrial cells over-expressing ATF2 [Gene ID=1386] gene.	15691874	Pablo Tamayo	1.26404643784885e-53	1.85737435765545e-53	100	90.5	90.5	2.4246345119739e-52	82	0.705737903146771	1	43.2160173070397	99	82
M2654	CYCLIN_D1_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/CYCLIN_D1_UP.V1_UP.html	Genes up-regulated in MCF-7 cells (breast cancer) over-expressing CCND1 [Gene ID=595] gene.	12914697	Pablo Tamayo	1.995931645743e-44	2.68611361670086e-44	110	91	91	1.27713931337097e-42	75	0.786333342841831	1	39.6746692531664	107	75
M2682	ATF2_S_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/ATF2_S_UP.V1_UP.html	Genes up-regulated in myometrial cells over-expressing a shortened splice form of ATF2 [Gene ID=1386] gene.	15691874	Pablo Tamayo	9.44582930276917e-63	1.58162723209158e-62	85	91	91	1.2895847269389e-62	82	0.72481064981361	1	52.3054502188348	82	100
M2725	MEK_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/MEK_UP.V1_UP.html	Genes up-regulated in MCF-7 cells (breast cancer) positive for ESR1 [Gene ID=2099] MCF-7 cells (breast cancer) stably over-expressing constitutively active MAP2K1 [Gene ID=5604] gene.	16585219	Pablo Tamayo	6.21514014666732e-70	1.16231192353259e-69	75	91.5	91.5	1.29419463651504e-70	73	0.612860704690761	1	49.2515887566136	73	110
M2686	ATF2_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/ATF2_UP.V1_UP.html	Genes up-regulated in myometrial cells over-expressing ATF2 [Gene ID=1386] gene.	15691874	Pablo Tamayo	1.54113890294557e-28	1.88071188156069e-28	120	92	92	6.58648904010758e-26	64	0.826508363932181	1	26.0689276152224	120	64
M2789	NOTCH_DN.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/NOTCH_DN.V1_UP.html	Genes up-regulated in MOLT4 cells (T-ALL) by DAPT [PubChem=16219261], an inhibitor of NOTCH signaling pathway.	17560996	Pablo Tamayo	2.34018440216379e-56	3.58496333948495e-56	95	92.5	92.5	9.00720352562003e-56	90	0.667815555034197	1	42.9918172522639	95	90
M2678	BCAT_GDS748_UP	http://www.broadinstitute.org/gsea/msigdb/cards/BCAT_GDS748_UP.html	Genes up-regulated in HEK293 cells (kidney fibroblasts) expressing constitutively active form of CTNNB1 [Gene ID=1499] gene.	15592430	Pablo Tamayo	4.97178927210628e-59	7.78193103460113e-59	95	93	93	1.09758802064211e-58	91	0.599106474059533	1	40.3368569878711	91	95
M2839	TGFB_UP.V1_UP	http://www.broadinstitute.org/gsea/msigdb/cards/TGFB_UP.V1_UP.html	Genes up-regulated in a panel of epithelial cell lines by TGFB1 [Gene ID=7040].	18394990	Pablo Tamayo	1.0016140668189e-43	1.33548542242519e-43	110	95	95	2.62392764999471e-42	81	0.639803605269958	1	31.4840924904083	109	81
